npi,tier,hospital_affiliated,known_autonomic_biller,state,taxonomy
1588927586,off-grid,Y,N,MA,Emergency Medicine
1619956794,off-grid,N,N,MA,Optometrist
1548377518,off-grid,N,N,TN,Physician Assistant
1679797773,T1,N,N,MA,Social Worker - Clinical
1336737311,off-grid,Y,N,MA,Nurse Practitioner
1417204496,off-grid,Y,N,MA,Physician Assistant
1144868860,off-grid,N,N,VT,Social Worker - Clinical
1154189892,T3,N,N,VT,Nurse Practitioner - Psychiatric/Mental Health
1407312192,off-grid,N,N,MA,Nurse Practitioner - Family
1225149107,off-grid,Y,N,MA,Internal Medicine
1073543351,T3,Y,N,NY,Physician Assistant
1518511021,T3,N,N,RI,"Clinical Nurse Specialist - Psychiatric/Mental Health, Child & Family"
1316432917,T3,N,N,CT,Nurse Practitioner
1689089369,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1649386442,off-grid,N,N,RI,Family Medicine
1265011043,T5,Y,N,MA,Pediatrics
1245344423,off-grid,N,N,MA,Family Medicine
1285995100,off-grid,N,N,RI,Orthopaedic Surgery
1831176494,T5,N,N,MA,Dentist - Oral and Maxillofacial Pathology
1457802704,T3,N,N,NY,Nurse Practitioner - Acute Care
1598927873,off-grid,N,N,MA,Pediatrics
1265526891,T5,N,N,RI,Internal Medicine - Gastroenterology
1730430406,off-grid,N,N,NH,Nurse Practitioner
1114271228,T1,N,N,NY,Social Worker
1427750793,off-grid,N,N,MA,Student in an Organized Health Care Education/Training Program
1043923485,T1,N,N,RI,Social Worker - Clinical
1801988449,off-grid,N,N,ME,Family Medicine
1104866847,T5,N,N,MN,Family Medicine
1073060653,off-grid,N,N,MA,Nurse Practitioner - Women's Health
1922083542,off-grid,N,N,MA,Internal Medicine - Gastroenterology
1689731713,off-grid,Y,N,MA,Urology
1962060723,off-grid,Y,N,CO,Family Medicine
1548716970,T1,N,N,MA,Behavior Analyst
1518939859,off-grid,N,N,ME,Chiropractor - Nutrition
1538378799,T1,N,N,MA,Counselor - Mental Health
1174383145,off-grid,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1598748972,T5,N,N,NY,Radiology - Neuroradiology
1285672576,off-grid,Y,N,MA,Emergency Medicine
1124091392,off-grid,N,N,VT,Internal Medicine - Gastroenterology
1457343840,off-grid,N,N,VT,Optometrist
1093043515,T2,N,N,ME,Counselor - Addiction (Substance Use Disorder)
1265668818,T5,N,N,MA,Psychologist
1609688050,off-grid,N,N,MA,Nurse Practitioner - Primary Care
1184680860,off-grid,Y,N,MA,Internal Medicine - Interventional Cardiology
1528131257,T1,N,N,MA,Counselor - Mental Health
1629793302,off-grid,N,N,ME,Hospitalist
1295810463,off-grid,N,N,ME,Hospitalist
1942242417,off-grid,Y,N,NH,Emergency Medicine
1497458582,off-grid,Y,N,MA,Internal Medicine
1417181801,off-grid,Y,N,MA,Dermatology
1124984307,T1,N,N,RI,Counselor - Addiction (Substance Use Disorder)
1770732497,T5,N,N,NC,Surgery - Surgical Oncology
1932521911,T2,N,N,ME,Counselor - Professional
1417623463,T3,N,N,MA,Nurse Practitioner - Family
1023341039,off-grid,N,N,ME,Chiropractor
1386852648,off-grid,N,N,MA,Internal Medicine
1932794344,T1,N,N,MA,Social Worker - Clinical
1740593490,off-grid,N,N,MA,Physician Assistant
1841705274,T1,N,N,WA,Counselor - Mental Health
1396144184,off-grid,N,N,NH,Surgery
1396900908,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1285261511,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1578625620,T1,N,N,MA,Social Worker - Clinical
1689240038,off-grid,Y,N,MA,Nurse Practitioner
1497081616,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1831519321,T1,N,N,VT,Counselor - Mental Health
1295091361,off-grid,N,N,LA,Pathology - Anatomic Pathology & Clinical Pathology
1235187204,off-grid,N,N,ME,Internal Medicine - Gastroenterology
1902333073,off-grid,Y,N,NH,Nurse Practitioner
1841380235,off-grid,N,N,ME,Physician Assistant
1659638385,off-grid,N,N,NH,Obstetrics & Gynecology
1255680997,off-grid,Y,N,MA,Internal Medicine - Nephrology
1447481528,T1,N,N,RI,Counselor - Mental Health
1194105312,T5,N,N,MA,Internal Medicine - Medical Oncology
1669785812,off-grid,Y,N,MA,Nurse Practitioner
1114489341,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1255430575,off-grid,N,N,MA,Internal Medicine - Cardiovascular Disease
1093199218,T1,N,N,MA,Counselor - Mental Health
1902309982,T1,N,N,MA,Social Worker
1194616920,off-grid,Y,N,MA,Nurse Practitioner - Acute Care
1164356895,off-grid,N,N,MA,Physician Assistant
1477532224,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1912520503,off-grid,N,N,NH,Nurse Practitioner - Family
1043047079,T3,N,N,RI,Physician Assistant
1255869004,off-grid,Y,N,MD,Radiology - Diagnostic Radiology
1235728361,T2,N,N,ME,Counselor - Mental Health
1225569171,T4,N,N,NH,Physical Therapist
1477584613,off-grid,N,N,ME,Physician Assistant - Surgical
1790103794,off-grid,N,N,MA,Psychiatry & Neurology - Neuromuscular Medicine
1235184102,T5,Y,N,MA,Internal Medicine
1639536147,off-grid,N,N,NH,Social Worker - Clinical
1912392093,T1,N,N,MA,Counselor - Mental Health
1023548500,off-grid,N,N,MA,Emergency Medicine
1538354683,T1,N,N,MA,Social Worker - Clinical
1558660696,off-grid,N,N,MA,Chiropractor
1144276338,T5,Y,N,IL,Radiology - Diagnostic Radiology
1578375853,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1790976629,T5,N,N,MA,Family Medicine
1821130055,T5,N,N,MA,Physical Therapist
1174544597,T1,N,N,PA,Social Worker - Clinical
1306170113,off-grid,N,N,MA,Internal Medicine - Pulmonary Disease
1689127631,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1003519976,T5,Y,N,NY,Student in an Organized Health Care Education/Training Program
1689960981,T5,N,N,NH,Pathology - Anatomic Pathology
1184166258,T1,N,N,CT,Counselor - Professional
1548820210,off-grid,Y,N,IL,Psychiatry & Neurology - Neurology
1023094471,T5,N,N,MA,Emergency Medicine
1265417836,off-grid,N,N,NH,Family Medicine
1174762116,off-grid,N,N,ME,Urology
1053820811,T4,N,N,VT,Naturopath
1346825635,T1,N,N,MA,Counselor - Mental Health
1497307623,off-grid,N,N,MA,Nurse Practitioner - Adult Health
1194612820,off-grid,Y,N,MA,Physician Assistant
1124281175,off-grid,N,N,MN,Radiology - Diagnostic Radiology
1841281953,T5,N,N,RI,Radiology - Diagnostic Radiology
1144711540,off-grid,Y,N,MA,Internal Medicine
1255307930,off-grid,N,N,MA,Optometrist
1033428099,T1,N,N,RI,Social Worker - Clinical
1508954827,off-grid,N,N,ME,Psychiatry & Neurology - Psychiatry
1811413859,off-grid,Y,N,MI,Physician Assistant
1821939398,off-grid,N,N,NH,Counselor - Mental Health
1356302491,T4,N,N,NH,Family Medicine
1023533221,off-grid,N,N,ME,Internal Medicine - Pulmonary Disease
1639901119,off-grid,N,N,MA,Nurse Practitioner - Family
1588163158,T1,N,N,PA,Counselor - Addiction (Substance Use Disorder)
1588306757,off-grid,Y,N,MA,Physician Assistant
1669960274,off-grid,N,N,MA,Nurse Practitioner - Family
1235117367,off-grid,N,N,WA,Internal Medicine
1114411154,off-grid,N,N,MA,Internal Medicine
1467838854,off-grid,N,N,ME,Nurse Practitioner - Family
1033999834,T1,N,N,MA,Counselor
1649389677,off-grid,Y,N,NH,Surgery
1629485909,off-grid,Y,N,FL,Physician Assistant - Medical
1073558821,off-grid,N,N,ME,Hospitalist
1750364915,off-grid,N,N,MA,Emergency Medicine
1588931562,off-grid,N,N,NH,Counselor - Mental Health
1659443497,off-grid,Y,N,NY,Internal Medicine
1215468319,T1,N,N,MA,Counselor - Mental Health
1700922630,off-grid,N,N,CT,Emergency Medicine
1982041109,T5,N,N,RI,Family Medicine
1215011622,T1,N,N,MA,Social Worker - Clinical
1639141575,T5,Y,N,MA,Radiology - Diagnostic Radiology
1780189688,off-grid,N,N,ME,Surgery - Surgical Critical Care
1336727809,T1,N,N,WA,Counselor - Mental Health
1770512485,off-grid,N,N,MA,Internal Medicine - Cardiovascular Disease
1760204408,off-grid,N,N,NH,Social Worker - Clinical
1831252410,off-grid,N,N,NH,Nurse Practitioner - Family
1306369749,off-grid,N,N,MA,Internal Medicine - Geriatric Medicine
1831454636,off-grid,Y,N,MA,Optometrist
1427022508,off-grid,N,N,MA,Internal Medicine - Cardiovascular Disease
1891061602,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1972907384,T1,N,N,CO,Counselor - Professional
1346725520,off-grid,N,N,VT,Counselor - Mental Health
1265446603,T5,N,N,MA,Internal Medicine - Hematology & Oncology
1598953010,T3,N,N,RI,Nurse Practitioner - Gerontology
1831121144,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1760602650,T5,N,N,CT,Psychiatry & Neurology - Child & Adolescent Psychiatry
1578503181,T5,N,N,CT,Radiology - Diagnostic Radiology
1962634626,T1,N,N,MA,Social Worker
1871035576,T1,N,N,NY,Social Worker - Clinical
1841016151,off-grid,N,N,CT,Nurse Practitioner - Psychiatric/Mental Health
1629098611,T3,N,N,MA,Nurse Practitioner - Family
1215064324,off-grid,Y,N,MA,Nurse Practitioner
1376524165,off-grid,N,N,MA,Internal Medicine - Nephrology
1063943389,off-grid,N,N,NH,Surgery
1619556347,T5,N,N,MA,Psychologist
1780117358,T3,N,N,MA,Midwife
1053384693,off-grid,N,N,MA,Dermatology - MOHS-Micrographic Surgery
1265885305,off-grid,N,N,CO,Nurse Practitioner - Family
1114976396,off-grid,N,N,MA,Internal Medicine
1588156111,off-grid,N,N,ME,Nurse Practitioner
1821528894,off-grid,N,N,MA,Internal Medicine
1336589167,T5,N,N,MA,Internal Medicine
1528008067,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1316041700,off-grid,N,N,NH,Psychologist - Clinical
1689921074,T2,N,N,ME,Counselor - Professional
1245765841,T3,N,N,SC,Nurse Practitioner - Psychiatric/Mental Health
1013024694,off-grid,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1225795784,off-grid,Y,N,MA,Psychologist - Clinical
1114057718,T5,Y,N,MA,Internal Medicine
1124154554,off-grid,Y,N,PA,Dermatology
1134779275,T2,N,N,ME,Counselor - Addiction (Substance Use Disorder)
1326274192,T1,N,N,MA,Marriage & Family Therapist
1376174250,T1,N,N,MA,Social Worker - Clinical
1275156176,off-grid,N,N,MA,Internal Medicine - Cardiovascular Disease
1215084017,off-grid,N,N,MA,Urology - Pediatric Urology
1134153604,off-grid,N,N,NH,Orthopaedic Surgery
1437742269,T3,N,N,MA,Physician Assistant
1295975423,off-grid,N,N,RI,Obstetrics & Gynecology
1629884341,T5,N,N,DE,Nutritionist
1134448012,off-grid,Y,N,MA,Internal Medicine - Interventional Cardiology
1649848003,off-grid,Y,N,MA,Student in an Organized Health Care Education/Training Program
1639439714,T1,N,N,MA,Counselor - Mental Health
1407848039,off-grid,N,N,MA,Otolaryngology
1053342600,off-grid,N,N,NH,Emergency Medicine
1285607861,off-grid,Y,N,MA,Internal Medicine
1598294167,off-grid,N,N,NH,Nurse Practitioner - Psychiatric/Mental Health
1558709477,off-grid,Y,N,MA,Nurse Practitioner
1538417464,T1,N,N,MA,Counselor - Mental Health
1285643114,off-grid,Y,N,NH,Orthopaedic Surgery - Sports Medicine
1679292577,off-grid,N,N,ME,Nurse Practitioner - Family
1558682658,off-grid,N,N,MA,Internal Medicine
1780304402,T5,N,N,RI,Psychologist - Clinical
1548613177,off-grid,Y,N,NH,Nurse Practitioner
1538512959,off-grid,Y,N,MA,Physician Assistant - Surgical
1780658427,off-grid,Y,N,MA,Podiatrist - Foot Surgery
1306373915,off-grid,Y,N,FL,Psychiatry & Neurology - Neurology
1427825306,off-grid,Y,N,MA,Physician Assistant
1699738187,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1306173182,off-grid,N,N,ME,Social Worker - Clinical
1316376049,off-grid,N,N,ME,Nurse Practitioner
1811960503,T5,Y,N,RI,Dermatology - MOHS-Micrographic Surgery
1538120787,T5,N,N,MA,Pediatrics - Neonatal-Perinatal Medicine
1497184873,off-grid,N,N,MA,Nurse Practitioner - Family
1093810517,off-grid,N,N,MA,Physician Assistant
1033165949,off-grid,Y,N,MA,Family Medicine
1205668126,off-grid,Y,N,PA,Radiology - Diagnostic Radiology
1477900058,off-grid,Y,N,IN,Family Medicine
1811323231,T1,N,N,RI,Counselor - Mental Health
1265535355,T5,N,N,RI,Obstetrics & Gynecology
1134570377,off-grid,N,N,MA,Psychiatry & Neurology - Neurology
1265102362,off-grid,N,N,ME,Physician Assistant
1972853042,off-grid,Y,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1396936498,off-grid,Y,N,MA,Internal Medicine
1679627798,off-grid,N,N,RI,Pediatrics - Pediatric Cardiology
1336947589,T1,N,N,MA,Social Worker - Clinical
1639160534,off-grid,Y,N,WA,Psychiatry & Neurology - Neurology
1154731743,off-grid,N,N,RI,Psychologist - Clinical
1871793331,off-grid,N,N,MA,Emergency Medicine
1720644412,off-grid,N,N,MA,Otolaryngology
1215198478,T1,N,N,MA,Counselor
1396583696,T1,N,N,RI,Counselor - Mental Health
1083363998,off-grid,N,N,MA,Student in an Organized Health Care Education/Training Program
1740567148,T1,N,N,RI,Counselor - Mental Health
1093087314,off-grid,N,N,NH,Emergency Medicine
1053061036,T3,N,N,MA,Nurse Practitioner
1962683029,T5,N,N,MA,Radiology - Diagnostic Radiology
1669604112,off-grid,N,N,NH,Nurse Practitioner - Family
1528683695,off-grid,N,N,MA,Social Worker - Clinical
1891037917,off-grid,N,N,NH,Psychiatry & Neurology - Psychiatry
1750326732,T5,N,N,MA,Radiology - Diagnostic Radiology
1306556899,off-grid,N,N,MA,Nurse Practitioner - Primary Care
1750111878,off-grid,N,N,NJ,Nurse Practitioner - Family
1346864279,off-grid,N,N,ME,Family Medicine
1225598246,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1679798482,off-grid,N,N,RI,Emergency Medicine
1376270777,T3,N,N,NY,Nurse Practitioner - Psychiatric/Mental Health
1548690043,T1,N,N,MA,Counselor
1134287006,off-grid,N,N,RI,Optometrist
1801541271,off-grid,N,N,MA,Physician Assistant
1659433852,off-grid,N,N,MA,Chiropractor
1346849825,off-grid,Y,N,MA,Nurse Practitioner
1104910371,T5,N,N,MA,Psychologist
1952780439,off-grid,N,N,CO,Hospitalist
1679600100,off-grid,N,N,MA,Chiropractor
1104626050,T1,N,N,RI,Social Worker - Clinical
1194834200,off-grid,N,N,IN,Internal Medicine - Critical Care Medicine
1740724228,off-grid,N,N,ME,Nurse Practitioner - Family
1386281632,off-grid,N,N,ME,Social Worker - Clinical
1952384299,off-grid,N,N,NH,"Clinic/Center - Rehabilitation, Substance Use Disorder"
1992998405,off-grid,N,N,MA,Allergy & Immunology
1750945697,off-grid,N,N,MA,Orthopaedic Surgery
1144711250,T1,N,N,NH,Social Worker - Clinical
1356922660,T1,N,N,MA,Behavior Technician
1922117290,off-grid,Y,N,MA,Internal Medicine
1063477974,off-grid,Y,N,MA,Otolaryngology
1457459711,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1265507412,off-grid,Y,N,MA,Internal Medicine - Geriatric Medicine
1538587589,off-grid,Y,N,MA,Psychiatry & Neurology - Geriatric Psychiatry
1922114826,off-grid,N,N,AZ,Radiology - Radiation Oncology
1164408506,off-grid,N,N,MA,Emergency Medicine
1053253666,off-grid,Y,N,MA,Physician Assistant
1720005283,off-grid,N,N,MA,Optometrist
1578157749,off-grid,N,N,RI,Internal Medicine
1720062029,off-grid,Y,N,MA,Internal Medicine - Pulmonary Disease
1013237486,off-grid,Y,N,MA,Internal Medicine
1669743779,off-grid,Y,N,NY,Psychologist - Clinical
1669747952,off-grid,Y,N,MA,Physician Assistant - Medical
1275708083,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1881556538,T1,N,N,FL,Social Worker
1861651002,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1417933961,off-grid,N,N,CT,Radiology - Vascular & Interventional Radiology
1124721063,off-grid,N,N,NH,Family Medicine
1669792636,off-grid,Y,N,MA,Psychiatry & Neurology - Neurology
1144505561,T1,N,N,MA,Counselor
1255504619,T4,N,N,NH,Midwife
1386282663,T1,N,N,MA,Social Worker - Clinical
1265411268,T5,Y,N,NH,Hospitalist
1124758719,T5,Y,N,MA,Emergency Medicine
1033402003,T5,N,N,RI,"Dietitian, Registered"
1497365530,off-grid,N,N,MA,Nurse Practitioner - Acute Care
1609294016,off-grid,Y,N,MA,Pediatrics - Hospice and Palliative Medicine
1255710869,T3,N,N,MA,Nurse Practitioner - Family
1578115697,T3,N,N,MA,Nurse Practitioner - Family
1316937709,off-grid,N,N,MA,Ophthalmology
1285962290,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1255521035,T1,N,N,MT,Counselor - Mental Health
1366424384,off-grid,Y,N,MA,Pediatrics - Pediatric Critical Care Medicine
1548787807,off-grid,Y,N,MA,Nurse Practitioner - Family
1467514133,T1,N,N,MA,Social Worker - Clinical
1447795117,T1,N,N,MA,Behavior Analyst
1487826145,T5,N,N,MA,Dentist
1770827453,T1,N,N,NJ,Social Worker - Clinical
1023512506,off-grid,Y,N,MA,Internal Medicine
1285412163,T3,Y,N,WA,Physician Assistant
1205940574,off-grid,N,N,NH,Pediatrics
1699289389,off-grid,Y,N,RI,Social Worker
1447867601,off-grid,N,N,MA,Nurse Practitioner - Family
1649265497,T4,N,N,VT,Ophthalmology
1093286346,T1,N,N,NY,Counselor - Mental Health
1992285001,off-grid,N,N,ME,Counselor - Professional
1285840439,T1,N,N,MN,Social Worker - Clinical
1922084078,off-grid,Y,N,RI,Nurse Practitioner - Family
1649430356,off-grid,Y,N,MA,Pediatrics
1376756320,off-grid,Y,N,MA,Internal Medicine
1831163443,off-grid,N,N,MA,Pediatrics
1861650681,T5,N,N,MA,Internal Medicine
1881905214,T1,N,N,OR,Marriage & Family Therapist
1669209664,off-grid,N,N,MA,Nurse Practitioner - Family
1265568000,off-grid,Y,N,MA,Pediatrics - Pediatric Gastroenterology
1932984192,off-grid,Y,N,MA,Physician Assistant
1922589159,off-grid,N,N,IL,Social Worker - Clinical
1730441346,off-grid,N,N,ME,Internal Medicine - Cardiovascular Disease
1114966645,T5,N,N,MA,Pediatrics
1700245412,T5,N,N,RI,"Dietitian, Registered"
1922459817,off-grid,N,N,MA,Ophthalmology - Ophthalmic Plastic and Reconstructive Surgery
1134858418,off-grid,N,N,ME,Physician Assistant
1255644696,T1,N,N,MA,Counselor
1245707348,off-grid,Y,N,MA,Nurse Practitioner
1386739282,off-grid,Y,N,MA,Colon & Rectal Surgery
1407827439,off-grid,Y,N,MN,Radiology - Diagnostic Radiology
1649229774,off-grid,N,N,ME,Hospitalist
1073955662,off-grid,N,N,MA,Internal Medicine - Medical Oncology
1053306589,off-grid,N,N,MA,Family Medicine
1528514031,T3,N,N,MA,Nurse Practitioner - Family
1447450903,off-grid,Y,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1386741965,T1,N,N,MA,Social Worker - Clinical
1700351129,T2,N,N,ME,Social Worker - Clinical
1326360884,T1,N,N,MA,Social Worker - Clinical
1225168339,off-grid,N,N,ME,Physical Therapist
1629678016,off-grid,N,N,MA,Physician Assistant
1114306776,off-grid,N,N,RI,Family Medicine
1225993090,off-grid,N,N,MA,Registered Nurse
1639691637,off-grid,N,N,NH,Nurse Practitioner - Psychiatric/Mental Health
1548245277,off-grid,N,N,MA,Family Medicine
1376773630,off-grid,N,N,NY,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1790804433,T3,N,N,RI,Nurse Practitioner
1760765499,T3,N,N,MA,Nurse Practitioner - Adult Health
1124889142,off-grid,Y,N,MA,Physician Assistant
1922473750,T5,N,N,MA,Physical Therapist
1841653375,off-grid,Y,N,RI,Obstetrics & Gynecology
1699054924,off-grid,N,N,MA,Internal Medicine - Medical Oncology
1528954534,T4,N,N,NH,Nurse Practitioner - Family
1457931412,off-grid,N,N,MA,Physician Assistant - Surgical
1497801948,T1,N,N,MA,Social Worker - Clinical
1538685797,off-grid,N,N,MA,Chiropractor
1619166675,off-grid,Y,N,FL,Radiology - Diagnostic Radiology
1790103208,off-grid,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1841332574,T1,Y,N,MA,Social Worker - Clinical
1568571156,T1,N,N,MA,Social Worker - Clinical
1619968609,off-grid,Y,N,NH,Family Medicine
1174729743,off-grid,N,N,MA,Counselor - Mental Health
1134677842,T3,N,N,FL,Nurse Practitioner - Psychiatric/Mental Health
1992297592,T5,Y,N,MA,Clinical Neuropsychologist
1225550726,off-grid,N,N,NH,Physician Assistant
1538507793,off-grid,N,N,MA,Physician Assistant
1811125081,off-grid,N,N,RI,Family Medicine
1043327455,T1,N,N,MA,Social Worker - Clinical
1043831779,T1,N,N,NY,Social Worker
1710961578,off-grid,N,N,RI,Psychologist - Clinical Child & Adolescent
1689133613,off-grid,N,N,NH,Emergency Medicine
1093368474,T1,N,N,NY,Social Worker - Clinical
1942528658,off-grid,Y,N,RI,Pediatrics
1649656570,off-grid,N,N,MA,Social Worker
1851482350,off-grid,N,N,ME,Podiatrist - Foot & Ankle Surgery
1124420161,T1,N,N,MA,Social Worker - Clinical
1316405475,T1,N,N,MA,Counselor - Mental Health
1881106391,T1,N,N,PA,Social Worker - Clinical
1154089043,T1,N,N,MA,Social Worker - Clinical
1184967838,off-grid,N,N,IL,Hospitalist
1871550228,off-grid,Y,N,MA,Obstetrics & Gynecology
1932503281,off-grid,Y,N,NH,Nurse Practitioner - Family
1265526784,off-grid,Y,N,ME,Obstetrics & Gynecology
1962120204,off-grid,N,N,MA,Physician Assistant
1295129500,T1,N,N,MA,Behavior Analyst
1679888721,off-grid,N,N,ME,Nurse Practitioner - Community Health
1821163866,off-grid,Y,N,MA,Physician Assistant
1659834901,T1,N,N,MA,Social Worker - Clinical
1215411632,T1,N,N,MA,Social Worker - Clinical
1528139730,T3,N,N,RI,Nurse Practitioner - Family
1275668352,off-grid,Y,N,MA,Nurse Practitioner - Pediatrics
1851898670,off-grid,N,N,NH,Internal Medicine
1356977193,off-grid,Y,N,MA,Nurse Practitioner - Gerontology
1881078541,T2,N,N,ME,Counselor - Professional
1538552377,T1,N,N,MA,Social Worker - Clinical
1891938395,off-grid,N,N,NH,Internal Medicine - Cardiovascular Disease
1386203602,off-grid,Y,N,MA,Social Worker - Clinical
1841924347,T3,N,N,MA,Physician Assistant - Medical
1508170820,off-grid,N,N,MA,Psychiatry & Neurology - Neurology
